time,latitude,longitude,depth,mag,magType,id,place
2024-12-06T21:41:53.761Z,42.12,142.1797,13.561,4.6,mb,us7000nwr8,"27 km SSW of Niikappu, Japan"
2024-12-06T21:40:23.652Z,-24.104,-178.896,446.587,4.5,mb,us7000p01m,south of the Fiji Islands
2024-12-06T21:13:04.837Z,51.7343,-174.1122,35,3.2,ml,us6000pirj,"51 km S of Atka, Alaska"
2024-12-06T20:36:13.443Z,-7.9826,108.6606,89.963,4.3,mb,us7000nwqa,"47 km SW of Cilacap, Indonesia"
2024-12-06T20:15:51.320Z,40.29183197,-124.5599976,4,3.28,ml,nc75098001,"24 km W of Petrolia, CA"
2024-12-06T20:05:18.470Z,40.31033325,-124.4856644,9.890000343,3.71,mw,nc75097991,"17 km W of Petrolia, CA"
2024-12-06T20:01:06.780Z,40.28883333,-124.5108333,7.27,4.04,mw,nc75097986,"20 km W of Petrolia, CA"
2024-12-06T19:28:46.644Z,-22.9002,-66.105,254.668,4.3,mb,us7000nwpl,"46 km WSW of Abra Pampa, Argentina"
2024-12-06T19:02:23.691Z,43.7915,-105.3316,0,3.6,ml,us7000nwpk,"13 km ENE of Wright, Wyoming"
2024-12-06T18:56:05.330Z,18.276,-67.6705,3.01,3.27,md,pr71467963,"45 km W of Rincón, Puerto Rico"
2024-12-06T18:26:47.510Z,54.199,-159.6682,10,3.1,ml,us6000pirp,"137 km SSE of Sand Point, Alaska"
2024-12-06T17:42:17.674Z,19.6145,-73.5857,10,4,mb,us7000nwq3,"27 km WSW of Bombardopolis, Haiti"
2024-12-06T17:15:00.515Z,1.5039,121.1742,32.854,5.5,mww,us7000nwmn,"235 km WNW of Gorontalo, Indonesia"
2024-12-06T17:07:43.150Z,40.30133438,-124.4988327,8.710000038,3.08,ml,nc75097856,"18 km W of Petrolia, CA"
2024-12-06T16:03:35.788Z,0.4234,126.667,60.364,4.3,mb,us7000p01f,"89 km WSW of Ternate, Indonesia"
2024-12-06T15:50:23.470Z,40.34166718,-124.9513321,-0.079999998,3.9,mw,nc75097781,"57 km WNW of Petrolia, CA"
2024-12-06T14:58:22.340Z,40.308,-124.7335,3.71,4.22,mw,nc75097711,"38 km W of Petrolia, CA"
2024-12-06T14:51:25.450Z,40.38933182,-124.7214966,0.150000006,3.05,md,nc75097701,"38 km WNW of Petrolia, CA"
2024-12-06T14:36:13.410Z,40.34000015,-124.9144974,-0.059999999,3.97,mw,nc75097691,"53 km WNW of Petrolia, CA"
2024-12-06T13:57:11.628Z,-14.7699,-109.3859,10,4.9,mb,us7000nwks,central East Pacific Rise
2024-12-06T13:07:39.860Z,40.34916687,-124.981163,2.359999895,3.71,mw,nc75097611,"59 km WNW of Petrolia, CA"
2024-12-06T12:18:46.170Z,27.972,57.539,49.917,4.1,mb,us7000nwjs,"103 km NNE of Mīnāb, Iran"
2024-12-06T12:05:12.060Z,40.35100174,-124.7851639,0.119999997,3.02,md,nc75097571,"42 km WNW of Petrolia, CA"
2024-12-06T11:56:08.260Z,40.38566589,-124.9729996,0.469999999,3.82,mw,nc75097556,"59 km WNW of Petrolia, CA"
2024-12-06T10:28:40.561Z,-19.665,-174.4239,62.253,5.1,mb,us7000nwid,"14 km NW of Fangale’ounga, Tonga"
2024-12-06T10:22:24.947Z,-9.5482,149.136,10,4.5,mb,us7000p01a,"131 km SE of Popondetta, Papua New Guinea"
2024-12-06T10:01:02.230Z,40.33866501,-124.815834,0,3.02,md,nc75097461,"45 km WNW of Petrolia, CA"
2024-12-06T09:39:15.790Z,40.34833145,-124.9676666,-0.079999998,3.45,ml,nc75097441,"58 km WNW of Petrolia, CA"
2024-12-06T09:07:11.921Z,62.2531,-150.8272,68.8,3.1,ml,ak024fo3nrqb,"27 km S of Petersville, Alaska"
2024-12-06T08:42:42.196Z,86.6053,42.6761,10,4.1,mb,us7000p017,north of Franz Josef Land
2024-12-06T08:33:48.766Z,-22.5088,-68.6751,106.031,4.3,mb,us7000nwhs,"26 km ESE of Calama, Chile"
2024-12-06T08:33:46.160Z,40.34316635,-124.793335,0.280000001,3.05,ml,nc75097391,"43 km WNW of Petrolia, CA"
2024-12-06T07:53:19.042Z,-22.1135,-67.2966,185.803,4.6,mb,us7000nwhj,"128 km NE of San Pedro de Atacama, Chile"
2024-12-06T07:13:39.130Z,40.34166718,-124.7440033,17.34000015,3.31,ml,nc75097281,"39 km WNW of Petrolia, CA"
2024-12-06T07:01:51.070Z,40.3105,-124.706,5.98,4.15,mw,nc75097271,"36 km W of Petrolia, CA"
2024-12-06T06:36:55.998Z,59.5798,-152.4695,75.2,3.4,ml,ak024fo21s2k,"39 km NW of Nanwalek, Alaska"
2024-12-06T06:32:02.434Z,49.12,-128.9882,10,4.1,mb,us7000nwgz,"213 km SW of Port McNeill, Canada"
2024-12-06T06:11:16.550Z,40.39533234,-124.6744995,14.86999989,3.07,md,nc75097236,"34 km WNW of Petrolia, CA"
2024-12-06T06:04:33.479Z,54.478,-159.721,35,3.2,ml,us6000pj0s,"107 km SSE of Sand Point, Alaska"
2024-12-06T05:44:22.690Z,40.34933472,-125.0873337,24.25,3.12,ml,nc75097206,"68 km WNW of Petrolia, CA"
2024-12-06T05:32:33.999Z,-8.4477,147.6091,127.471,4.5,mb,us7000nwgq,"49 km NNW of Kokoda, Papua New Guinea"
2024-12-06T05:26:00.960Z,31.8623,131.3993,63.021,4.8,mb,us7000nwgn,"6 km SSW of Miyazaki, Japan"
2024-12-06T05:13:50.770Z,40.45483333,-124.5496667,18.55,3.85,mw,nc75097181,"27 km NW of Petrolia, CA"
2024-12-06T04:24:14.750Z,40.36283493,-125.0335007,0.150000006,3.75,mw,nc75097131,"64 km WNW of Petrolia, CA"
2024-12-06T03:53:37.514Z,36.8043,140.4224,59.288,4.3,mb,us7000p013,"7 km ENE of Daigo, Japan"
2024-12-06T03:32:10.450Z,40.36816667,-124.9965,1.17,3.72,mw,nc75097086,"60 km WNW of Petrolia, CA"
2024-12-06T03:30:24.771Z,10.9815,-62.4128,109.362,4.6,mb,us7000nwfw,"46 km NNW of Güiria, Venezuela"
2024-12-06T03:14:33.990Z,40.35933333,-125.0613333,-0.17,3.91,mw,nc75097046,"66 km WNW of Petrolia, CA"
2024-12-06T02:24:11.683Z,32.233,-101.913,5.835,3.1,ml,tx2024xxju,"16 km NW of Stanton, Texas"
2024-12-06T02:19:58.377Z,-30.4109,-177.6817,35,4.1,mb,us7000p010,"Kermadec Islands, New Zealand"
2024-12-06T01:44:32.440Z,40.3706665,-125.0481644,17.17000008,3.12,ml,nc75096931,"65 km WNW of Petrolia, CA"
2024-12-06T01:20:58.610Z,40.37250137,-124.6943359,0.469999999,3.01,md,nc75096901,"35 km WNW of Petrolia, CA"
2024-12-06T01:11:18.546Z,55.8151,-149.2679,10,3.2,ml,us7000nwn0,"272 km SE of Chiniak, Alaska"
2024-12-06T01:03:12.067Z,39.5229,142.7777,35,4.4,mb,us7000nwee,"71 km E of Yamada, Japan"
2024-12-06T00:31:42.585Z,-7.1937,129.2082,159.762,4.1,mb,us7000nwe5,"284 km ENE of Lospalos, Timor Leste"
2024-12-06T00:08:11.364Z,-33.502,-68.7095,35.561,4.3,mb,us7000nwds,"51 km SSW of San Martín, Argentina"
2024-12-05T23:51:57.897Z,25.398,142.5399,10,4.6,mb,us7000nwdp,"Volcano Islands, Japan region"
2024-12-05T23:44:48.440Z,40.45149994,-125.0488358,0.300000012,3.24,md,nc75096746,"66 km WNW of Petrolia, CA"
2024-12-05T23:33:23.090Z,40.40683365,-125.1566696,0.029999999,3.11,ml,nc75096721,"74 km WNW of Petrolia, CA"
2024-12-05T23:31:24.140Z,40.49433517,-125.0083313,0.209999993,3.37,md,nc75096711,"64 km W of Ferndale, CA"
2024-12-05T23:30:30.930Z,40.37633333,-124.9131667,16.51,3.09,ml,nc75096716,"54 km WNW of Petrolia, CA"
2024-12-05T23:17:37.010Z,40.379,-124.996,10,4.17,mw,nc75096691,"61 km WNW of Petrolia, CA"
2024-12-05T23:16:23.630Z,40.39066667,-124.9213333,13.8,3.39,ml,nc75096681,"54 km WNW of Petrolia, CA"
2024-12-05T23:16:08.000Z,40.2241,-126.1616,8,4,mw,ew1733440590,"165 km WSW of Ferndale, California"
2024-12-05T23:14:13.612Z,-1.4822,-80.5495,30.936,4.4,mb,us7000nwcz,"15 km SSE of Jipijapa, Ecuador"
2024-12-05T23:13:50.230Z,40.40633333,-124.8926667,14.93,3.2,ml,nc75096661,"52 km WNW of Petrolia, CA"
2024-12-05T23:13:43.150Z,40.33466667,-124.7691667,10.04,3.09,ml,nc75096666,"41 km WNW of Petrolia, CA"
2024-12-05T23:06:38.722Z,-4.1508,-104.4022,10,4.5,mb,us7000nzu2,central East Pacific Rise
2024-12-05T22:45:13.970Z,40.36966667,-125.019,0.02,3.48,ml,nc75096581,"62 km WNW of Petrolia, CA"
2024-12-05T22:33:19.781Z,-5.9965,127.7665,400.302,4.4,mb,us7000nwc6,"258 km S of Ambon, Indonesia"
2024-12-05T22:06:12.560Z,40.367,-125.0035,10,3.12,ml,nc75096486,"61 km WNW of Petrolia, CA"
2024-12-05T22:04:23.870Z,40.2925,-124.5561667,8.8,3.32,ml,nc75096481,"23 km W of Petrolia, CA"
2024-12-05T21:56:40.216Z,-18.9934,-172.8301,10,5,mb,us7000nzu0,"127 km ESE of Neiafu, Tonga"
2024-12-05T21:47:12.800Z,40.34383333,-124.9196667,10,3.99,ml,nc75096436,"54 km WNW of Petrolia, CA"
2024-12-05T21:14:36.233Z,63.1155,-149.7771,87.8,3,ml,ak024fmnb6g9,"51 km SW of Cantwell, Alaska"
2024-12-05T21:08:34.020Z,40.3585,-125.02,0.65,3.35,ml,nc75096346,"62 km WNW of Petrolia, CA"
2024-12-05T21:08:28.175Z,40.2727,-125.5554,10,3.2,ml,us7000nwaz,"114 km WSW of Ferndale, California"
2024-12-05T21:07:27.100Z,40.354,-124.8631667,13.2,3.16,ml,nc75096336,"49 km WNW of Petrolia, CA"
2024-12-05T20:53:01.599Z,34.6127,34.017,10,4.6,mb,us7000nwak,"41 km S of Ayia Napa, Cyprus"
2024-12-05T20:39:28.740Z,40.38333333,-125.1273333,22.94,3.48,ml,nc75096241,"72 km WNW of Petrolia, CA"
2024-12-05T20:32:32.070Z,40.34566667,-124.786,21.35,3.38,ml,nc75096226,"43 km WNW of Petrolia, CA"
2024-12-05T20:28:46.190Z,40.287,-124.5991667,6.04,3.2,ml,nc75096211,"27 km W of Petrolia, CA"
2024-12-05T20:12:10.790Z,40.35083333,-124.8883333,10,3.41,ml,nc75096186,"51 km WNW of Petrolia, CA"
2024-12-05T20:08:42.784Z,43.7106,-105.3095,0,3.1,ml,us7000nzu5,"15 km ESE of Wright, Wyoming"
2024-12-05T20:04:45.350Z,40.33966667,-124.756,12.46,4.43,ml,nc75001648,"40 km WNW of Petrolia, CA"
2024-12-05T20:04:22.680Z,40.34033333,-124.9088333,8,4.04,ml,nc75096156,"53 km WNW of Petrolia, CA"
2024-12-05T20:00:21.180Z,40.4815,-124.5108333,25.15,3.58,ml,nc75096151,"23 km WSW of Ferndale, CA"
2024-12-05T19:58:03.410Z,40.29916667,-124.5075,8.2,3.51,md,nc75096146,"19 km W of Petrolia, CA"
2024-12-05T19:48:18.150Z,40.48266667,-125.2386667,2.17,3.02,ml,nc75096111,"83 km WNW of Petrolia, CA"
2024-12-05T19:46:53.330Z,40.39316667,-124.9966667,12.85,3.24,ml,nc75096106,"61 km WNW of Petrolia, CA"
2024-12-05T19:41:07.777Z,-4.1747,-104.4525,10,5.1,mb,us7000nw8z,central East Pacific Rise
2024-12-05T19:38:02.200Z,40.349,-124.9475,18.34,3.66,ml,nc75096066,"56 km WNW of Petrolia, CA"
2024-12-05T19:36:38.630Z,40.37866667,-124.9493333,10,3.6,ml,nc75096071,"57 km WNW of Petrolia, CA"
2024-12-05T19:28:49.050Z,40.36866667,-124.9948333,10,3.09,ml,nc75096036,"60 km WNW of Petrolia, CA"
2024-12-05T19:21:14.540Z,40.33133333,-124.6801667,4.31,3.38,ml,nc75096026,"34 km WNW of Petrolia, CA"
2024-12-05T19:15:06.480Z,40.37566667,-124.8168333,20.84,3.1,ml,nc75095976,"45 km WNW of Petrolia, CA"
2024-12-05T19:14:43.300Z,40.3755,-125.019,10,3.2,ml,nc75095981,"62 km WNW of Petrolia, CA"
2024-12-05T19:10:07.870Z,40.347,-124.9263333,10,3.5,ml,nc75095961,"54 km WNW of Petrolia, CA"
2024-12-05T19:05:51.110Z,40.32533333,-124.6716667,9.08,3.7,ml,nc75095936,"33 km WNW of Petrolia, CA"
2024-12-05T19:02:44.880Z,40.37,-124.855,13.38,3.12,ml,nc75095901,"49 km WNW of Petrolia, CA"
2024-12-05T19:01:24.118Z,-6.2676,153.1294,10,4.4,mb,us7000nzu3,"233 km SSE of Kokopo, Papua New Guinea"
2024-12-05T18:59:01.900Z,40.37333333,-124.9731667,10,3.87,ml,nc75095886,"59 km WNW of Petrolia, CA"
2024-12-05T18:57:11.810Z,40.30433333,-124.5586667,21.78,3.54,ml,nc75095856,"23 km W of Petrolia, CA"
2024-12-05T18:48:06.040Z,40.4435,-124.4556667,24.99,3.75,ml,nc75001913,"20 km NW of Petrolia, CA"
2024-12-05T18:47:36.030Z,38.84416667,-122.827,0.41,4.27,ml,nc75095671,"9 km WNW of Cobb, CA"
2024-12-05T18:46:29.660Z,40.349,-124.915,12.51,4.67,ml,nc75001903,"53 km WNW of Petrolia, CA"
2024-12-05T18:46:10.250Z,38.80183333,-122.8015,2.6,3.86,md,nc75001908,"5 km NW of The Geysers, CA"
2024-12-05T18:44:21.110Z,40.374,-125.0216667,10,7,mw,nc75095651,"2024 Offshore Cape Mendocino, California Earthquake"
2024-12-05T17:53:26.420Z,32.0736667,-117.5431667,15.01,3.57,ml,ci40995120,"56 km WSW of Rosarito, B.C., MX"
2024-12-05T17:47:39.064Z,52.2448,-178.4482,203.579,3.5,ml,us6000pg20,"131 km WNW of Adak, Alaska"
2024-12-05T17:38:46.403Z,28.4171,51.7405,10,4.4,mb,us7000nw71,"93 km WSW of Fīrūzābād, Iran"
2024-12-05T16:51:20.278Z,-55.9482,-27.9128,111.734,5.1,mww,us7000nw6g,South Sandwich Islands region
2024-12-05T16:46:08.929Z,-12.3172,167.0375,250.003,4.8,mb,us7000nw5h,"181 km NNW of Sola, Vanuatu"
2024-12-05T16:22:12.494Z,51.4524,179.3909,60.779,3.1,ml,us6000pg1z,"278 km W of Adak, Alaska"
2024-12-05T15:19:24.890Z,18.86466667,-67.78683333,71.63,3.12,md,pr71467903,"72 km ENE of Punta Cana, Dominican Republic"
2024-12-05T14:53:51.720Z,18.7013,-68.0731,60,3.49,md,pr2024340000,"37 km ENE of Punta Cana, Dominican Republic"
2024-12-05T14:36:01.277Z,32.2879,137.9325,364.311,4.9,mb,us7000nw4s,"240 km ESE of Kushimoto, Japan"
2024-12-05T14:23:32.630Z,19.003,-65.805,6.11,3.15,md,pr71467873,"63 km N of Suárez, Puerto Rico"
2024-12-05T14:18:46.960Z,19.09683333,-65.78866667,22.63,3.01,md,pr71467863,"74 km N of Suárez, Puerto Rico"
2024-12-05T13:58:30.680Z,17.89066667,-66.92583333,11.13,3.01,md,pr71467843,"9 km SSW of Guánica, Puerto Rico"
2024-12-05T13:42:24.289Z,28.3695,51.629,10,4.2,mb,us7000nw46,"102 km SE of Bushehr, Iran"
2024-12-05T13:39:52.236Z,-23.3549,-66.702,208.836,5.2,mww,us7000nw44,"103 km NNW of San Antonio de los Cobres, Argentina"
2024-12-05T13:29:05.450Z,24.4035,142.6991,31.032,4.4,mb,us7000nzts,"Volcano Islands, Japan region"
2024-12-05T13:25:58.388Z,28.4397,51.8171,10,4.9,mb,us7000nw43,"86 km WSW of Fīrūzābād, Iran"
2024-12-05T12:59:52.277Z,31.9009,138.0374,366.765,4.2,mb,us7000nw40,"273 km SE of Kushimoto, Japan"
2024-12-05T12:55:30.695Z,51.9467,-174.2704,79.397,3.4,ml,us6000pg1x,"28 km S of Atka, Alaska"
2024-12-05T12:50:58.066Z,-6.1083,154.8877,187.668,4.5,mb,us7000nw3z,"69 km WNW of Panguna, Papua New Guinea"
2024-12-05T12:42:39.592Z,53.1103,171.0636,14.967,3.9,mb,us7000nztw,"145 km W of Attu Station, Alaska"
2024-12-05T12:26:09.447Z,-18.1206,-178.3569,592.402,4.4,mb,us7000nw3v,"246 km E of Levuka, Fiji"
2024-12-05T12:19:57.996Z,-58.4691,-24.6387,17.909,4.3,mb,us7000nztr,South Sandwich Islands region
2024-12-05T12:08:34.312Z,55.4641,111.9755,10,4.4,mb,us7000nw3m,"79 km SSE of Novyy Uoyan, Russia"
2024-12-05T12:00:13.027Z,55.3349,112.1098,20.214,4.3,mb,us7000nztq,"95 km SSE of Novyy Uoyan, Russia"
2024-12-05T11:48:03.206Z,52.1082,-170.8903,38.284,5.6,mww,us7000nw3f,"165 km SW of Nikolski, Alaska"
2024-12-05T10:41:21.181Z,-18.5909,-71.2691,23.377,4.2,mwr,us7000nw38,"103 km W of Arica, Chile"
2024-12-05T09:31:20.360Z,19.56283333,-65.40383333,6.12,3.39,md,pr71467828,"133 km NNE of Vieques, Puerto Rico"
2024-12-05T09:17:52.080Z,-27.7934,-179.3356,431.574,4.2,mb,us7000nztk,Kermadec Islands region
2024-12-05T08:56:56.962Z,25.6208,141.3772,10,4.4,mb,us7000nztj,"Volcano Islands, Japan region"
2024-12-05T08:35:32.688Z,-15.9103,-71.5277,177.132,4.4,mb,us7000nw2r,"10 km NW of Pucara, Peru"
2024-12-05T08:00:31.019Z,-3.0968,136.83,42.997,4.5,mb,us7000nw2k,"150 km E of Nabire, Indonesia"
2024-12-05T07:58:38.172Z,12.3831,92.1816,10,4.4,mb,us7000nzth,"95 km NW of Bamboo Flat, India"
2024-12-05T07:49:50.500Z,17.5247,60.1904,10,4.5,mb,us7000nw2j,Owen Fracture Zone region
2024-12-05T06:26:17.698Z,-56.2655,-27.3988,109.562,4.4,mb,us7000nztp,South Sandwich Islands region
2024-12-05T06:21:22.894Z,32.8339,73.7141,10,5.2,mb,us7000nw1v,"8 km SSW of Sarai Alamgir, Pakistan"
2024-12-05T05:38:47.481Z,31.8637,49.5366,10,5,mww,us7000nw1s,"23 km ESE of Masjed Soleymān, Iran"
2024-12-05T04:43:26.754Z,5.9941,125.7448,172.797,4.4,mb,us7000nzt7,"6 km E of Mangili, Philippines"
2024-12-05T04:30:48.822Z,11.1885,93.2077,81.873,4.3,mb,us7000nztg,"72 km SE of Port Blair, India"
2024-12-05T04:27:56.765Z,-6.0003,147.6572,211.272,4.3,mb,us7000nzt6,"65 km NNW of Finschhafen, Papua New Guinea"
2024-12-05T04:26:35.919Z,38.5154,72.8604,3.64,4.5,mb,us7000nw1h,"104 km WNW of Murghob, Tajikistan"
2024-12-05T04:23:18.175Z,31.5833,49.4878,10,4.9,mb,us7000nw1i,"35 km NNW of Rāmhormoz, Iran"
2024-12-05T04:02:40.681Z,31.7601,49.569,17,5.4,mww,us7000nw1c,"31 km SE of Masjed Soleymān, Iran"
2024-12-05T02:29:23.866Z,-19.8225,-178.332,608.784,4.3,mb,us7000nw15,Fiji region
2024-12-05T01:33:36.050Z,54.4031,-161.0379,29.92,3.8,mwr,us7000nw0x,"109 km SSW of Sand Point, Alaska"
2024-12-05T01:23:53.466Z,50.3059,151.8833,328.482,4.6,mb,us7000nw0w,northwest of the Kuril Islands
2024-12-05T00:50:25.730Z,-17.9426,-69.594,151.216,4.3,mb,us7000nw0q,"43 km ESE of Palca, Peru"
2024-12-05T00:49:11.975Z,-5.1436,144.5599,90.681,4.4,mb,us7000nw0r,"86 km NNE of Mount Hagen, Papua New Guinea"
2024-12-04T22:57:39.418Z,-6.6608,129.6781,152.372,4.1,mb,us7000nzk5,Banda Sea
2024-12-04T22:47:26.238Z,-6.6121,129.8957,162.459,4.5,mb,us7000nw06,Banda Sea
2024-12-04T22:16:54.747Z,51.6434,100.5308,8.914,4.3,mb,us7000nw02,"17 km NNW of Turt, Mongolia"
2024-12-04T22:13:21.787Z,-58.1967,-24.5471,16.515,4.5,mb,us7000nzk3,South Sandwich Islands region
2024-12-04T20:51:35.555Z,-7.4294,-73.956,193.202,4.3,mb,us7000nzk2,"117 km E of Contamana, Peru"
2024-12-04T20:06:30.761Z,-17.9872,-178.5306,614.545,4.3,mb,us7000nvzi,"228 km E of Levuka, Fiji"
2024-12-04T19:51:50.960Z,1.0654,127.4689,186.828,4.4,mb,us7000nzk1,"31 km NNE of Ternate, Indonesia"
2024-12-04T18:46:54.621Z,39.1604,-119.0411,11.1,3.8,ml,nn00888275,"22 km NNE of Yerington, Nevada"
2024-12-04T18:02:38.894Z,5.2739,-73.6689,158.03,4.2,mb,us7000nvyp,"5 km SE of Lenguazaque, Colombia"
2024-12-04T17:46:40.782Z,-30.289,-71.8921,29.047,4.2,mb,us7000nvyj,"64 km SW of Coquimbo, Chile"
2024-12-04T17:06:48.246Z,8.9073,125.8342,131.505,4.1,mb,us7000nzk0,"13 km WSW of San Miguel, Philippines"
2024-12-04T17:06:46.310Z,39.39533333,-122.1415,26.99,3.14,ml,nc75095116,"14 km NNE of Maxwell, CA"
2024-12-04T16:53:01.908Z,24.8543,128.0555,10,5,mb,us7000nvxl,"146 km SSE of Itoman, Japan"
2024-12-04T16:34:55.470Z,51.3859,-179.4699,31.27,4.3,mb,us7000nvxb,"203 km WSW of Adak, Alaska"
2024-12-04T16:29:04.465Z,-6.5346,130.0462,160.246,4.4,mb,us7000nvx8,Banda Sea
2024-12-04T15:31:30.661Z,-21.2984,169.8643,89.487,4.3,mb,us7000nzjx,"203 km SSE of Isangel, Vanuatu"
2024-12-04T14:21:36.260Z,4.8923,95.8234,10,4.5,mb,us7000nzju,"56 km SSW of Sigli, Indonesia"
2024-12-04T14:07:17.534Z,1.2844,126.2917,47.256,4.4,mb,us7000nzjt,"130 km E of Bitung, Indonesia"
2024-12-04T13:10:22.000Z,40.4705,-125.8718333,10,4.23,mw,nc75094976,"135 km WNW of Petrolia, CA"
2024-12-04T11:53:29.328Z,-19.9409,-177.763,584.533,4.4,mb,us7000nvw7,"290 km WNW of Houma, Tonga"
2024-12-04T11:46:46.892Z,-56.0523,-27.6076,95.162,4.8,mb,us7000nvw6,South Sandwich Islands region
2024-12-04T11:36:36.900Z,40.4275,-125.9918333,10,4.36,mw,nc75094936,"145 km WNW of Petrolia, CA"
2024-12-04T10:11:44.149Z,36.0051,139.832,66.461,4.3,mwr,us7000nvuq,"7 km NNW of Noda, Japan"
2024-12-04T09:35:07.980Z,19.7091,-65.3848,16,3.89,md,pr2024339001,"149 km NNE of Vieques, Puerto Rico"
2024-12-04T09:32:21.593Z,48.0423,146.2914,456.026,4.2,mb,us7000nvug,"268 km ESE of Vakhrushev, Russia"
2024-12-04T09:14:52.624Z,2.3155,127.3651,114.222,4.1,mb,us7000nvue,"96 km NW of Tobelo, Indonesia"
2024-12-04T09:09:10.259Z,35.9165,31.7105,65.676,4.8,mb,us7000nvuc,"67 km SW of Gazipaşa, Turkey"
2024-12-04T08:28:44.955Z,-32.6256,-177.5439,10,4.4,mb,us7000nzjl,south of the Kermadec Islands
2024-12-04T08:01:52.265Z,51.7685,177.6169,93.902,3.3,ml,us6000ph3h,"Rat Islands, Aleutian Islands, Alaska"
2024-12-04T07:42:54.098Z,-15.7188,-174.3113,187.961,4.9,mb,us7000nvu1,"61 km WNW of Hihifo, Tonga"
2024-12-04T07:11:47.482Z,-43.8524,-81.8305,10,5.3,mww,us7000nvts,West Chile Rise
2024-12-04T06:34:19.360Z,6.7566,-73.0416,157.068,4.1,mb,us7000nvtk,"6 km ENE of Jordán, Colombia"
2024-12-04T06:08:57.413Z,17.525,-102.6614,10,4.1,mb,us7000nvtf,"60 km SSW of Playa Azul, Mexico"
2024-12-04T04:45:06.187Z,31.679,-104.093,5.4205,3.8,ml,tx2024xtxo,"46 km W of Mentone, Texas"
2024-12-04T04:19:21.942Z,-17.6657,-178.76,606.717,4,mb,us7000nvt1,"208 km ENE of Levuka, Fiji"
2024-12-04T02:49:13.750Z,18.84766667,-65.621,14.8,3.21,md,pr71467758,"51 km NNE of Vieques, Puerto Rico"
2024-12-04T02:39:13.780Z,19.076,-66.5695,39,3.6,md,pr2024339000,"68 km N of Tierras Nuevas Poniente, Puerto Rico"
2024-12-04T01:56:58.775Z,18.4471,80.3296,10,5,mb,us7000nvs3,"49 km NE of Mulugu, India"
2024-12-04T01:36:47.642Z,40.5414,142.0044,64.148,4,mb,us7000nzjh,"42 km E of Hachinohe, Japan"
2024-12-04T00:19:34.932Z,-32.2802,-69.2117,10,4.1,mb,us7000nvrt,"76 km NNW of Mendoza, Argentina"
2024-12-04T00:09:30.407Z,23.6859,123.2599,10,5,mb,us7000nvrp,"90 km SSE of Yonakuni, Japan"
2024-12-03T23:53:41.370Z,21.21683333,-157.4305,7.6,3.47,ml,hv74555032,"23 km WNW of Maunaloa, Hawaii"
2024-12-03T22:54:09.340Z,19.148,-65.6078,22,3.5,md,pr2024338005,"83 km NNE of Vieques, Puerto Rico"
2024-12-03T22:31:07.006Z,34.592,140.3692,87.02,4.6,mb,us7000nvr1,"59 km SSE of Wada, Japan"
2024-12-03T22:15:37.991Z,-3.6586,128.9953,35,4.3,mb,us7000nzbx,"36 km SSE of Amahai, Indonesia"
2024-12-03T21:54:27.337Z,-57.9951,-26.3901,148.375,4.5,mb,us7000nzbv,South Sandwich Islands region
2024-12-03T21:05:43.845Z,36.9921,136.3778,10,4.2,mb,us7000nvqg,"38 km WNW of Hakui, Japan"
2024-12-03T21:05:26.021Z,33.2848,141.0556,35,4.6,mb,us7000nzc1,"216 km SSE of Wada, Japan"
2024-12-03T20:51:52.840Z,-21.9334,170.1179,51.703,4.3,mb,us7000nzbz,"235 km E of Tadine, New Caledonia"
2024-12-03T20:27:37.524Z,18.1731,145.4694,284.615,4.9,mb,us7000nvqb,"Pagan region, Northern Mariana Islands"
2024-12-03T19:03:30.046Z,50.8271,-179.3088,10,4.5,mb,us7000nvqs,"219 km WSW of Adak, Alaska"
2024-12-03T18:54:41.788Z,18.5003,120.7963,34,5.7,mww,us7000nvpy,"5 km SE of Bangui, Philippines"
2024-12-03T18:33:43.333Z,-50.2202,114.2637,10,4.3,mb,us7000nzbu,western Indian-Antarctic Ridge
2024-12-03T18:28:27.053Z,-3.1819,103.1427,219.447,4.3,mb,us7000nzby,"33 km ENE of Lubuklinggau, Indonesia"
2024-12-03T18:27:00.885Z,8.4328,126.7904,33.517,4.9,mb,us7000nvpv,"49 km NE of Barcelona, Philippines"
2024-12-03T17:34:47.362Z,18.9165,145.5556,234.112,4.6,mb,us7000nvpq,"Pagan region, Northern Mariana Islands"
2024-12-03T17:33:09.578Z,22.3655,101.6404,10,4.3,mb,us7000nzbs,"82 km SE of Simao, China"
2024-12-03T16:57:07.550Z,53.9198,160.4762,65.559,5,mww,us7000nvpl,"148 km SE of Mil’kovo, Russia"
2024-12-03T16:55:18.430Z,19.282,-65.12466667,27.42,3.39,md,pr71467683,"106 km N of Charlotte Amalie, U.S. Virgin Islands"
2024-12-03T16:09:11.776Z,4.8557,126.4225,14.196,5.1,mww,us7000nvnb,"122 km ESE of Sarangani, Philippines"
2024-12-03T15:48:42.300Z,17.895,-66.92866667,12.55,3.14,md,pr71467663,"8 km SSW of Guánica, Puerto Rico"
2024-12-03T15:28:56.590Z,19.58183333,-65.37316667,9.55,3.24,md,pr71467653,"136 km NNE of Vieques, Puerto Rico"
2024-12-03T15:28:45.914Z,-15.6409,-177.708,425.751,4.2,mb,us7000nvn4,"153 km SSE of Alo, Wallis and Futuna"
